2,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
see,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
may,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robert,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contract,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
would,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nom,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
these,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sitara,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volume,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
been,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
texas,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
get,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
questions,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volumes,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
month,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
what,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pec,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
into,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
price,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bob,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deals,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ena,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flow,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
energy,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
change,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
information,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
following,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
message,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sent,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
about,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
some,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nomination,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gary,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
when,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
which,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
also,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ticket,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
april,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
their,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mary,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
july,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
march,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melissa,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houston,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teco,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
only,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
company,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vance,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
below,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effective,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
back,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
he,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sale,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
were,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ami,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
days,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
george,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
them,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
like,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
june,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pat,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changes,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenaska,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
well,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jackie,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
want,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noms,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agreement,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
julie,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purchase,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smith,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fw,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
could,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
make,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
january,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
system,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tap,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
here,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contact,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
david,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
number,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
america,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lisa,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transport,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
susan,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
through,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
how,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
had,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
more,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
order,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actuals,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsc,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desk,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cotten,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chokshi,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sales,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pipeline,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aimee,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
who,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steve,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
october,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taylor,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
think,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
needs,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friday,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tu,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michael,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
megan,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
request,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
each,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
today,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
next,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mark,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thank,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
management,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iv,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delivery,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
over,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hplc,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
she,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
less,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spot,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
take,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tom,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
after,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wellhead,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
november,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
december,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
counterparty,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
did,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activity,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
under,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastrans,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sure,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fyi,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
august,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graves,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clynes,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
team,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feb,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
service,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lloyd,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meeting,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
being,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unify,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brian,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
february,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
line,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ll,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utilities,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revised,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
september,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
point,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meters,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
issue,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
currently,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lee,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
off,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
same,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
still,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inc,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monday,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
due,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tickets,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supply,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
above,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resources,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
look,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rate,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
